Account_ID,Customer_ID,Account_Type,Branch_Code,Branch_City,Opening_Date,Current_Balance,Status
A000010672,C07124,Savings,BR1024,Delhi,2024-07-27,1008657,Active
A000010673,C07124,Current,BR1027,Delhi,2024-04-24,2772825,Active
A000010674,C07125,Savings,BR1024,Jaipur,2026-07-09,880898,Active
A000010675,C07126,Savings,BR1023,Hyderabad,2022-04-10,1063731,Inactive
A000010676,C07127,Savings,BR1015,Jaipur,2026-07-04,345321,Inactive
A000010677,C07127,Current,BR1002,Hyderabad,2025-10-20,1030401,Active
A000010678,C07128,Savings,BR1009,Pune,2025-09-18,1324479,Active
A000010679,C07128,Current,BR1002,Hyderabad,2025-02-06,3013496,Active
A000010680,C07129,Current,BR1028,Mumbai,2021-04-13,499145,Inactive
A000010681,C07130,Savings,BR1017,Delhi,2026-05-31,932604,Active
A000010682,C07131,Current,BR1024,Chennai,2026-06-19,3345574,Active
A000010683,C07131,Savings,BR1021,Jaipur,2026-04-26,135580,Active
A000010684,C07132,Current,BR1002,Lucknow,2026-08-02,2947370,Active
A000010685,C07133,Savings,BR1001,Jaipur,2023-06-03,734785,Active
A000010686,C07134,Savings,BR1001,Chennai,2021-06-16,429034,Active
A000010687,C07135,Savings,BR1001,Bengaluru,2021-11-02,1000819,Closed
A000010688,C07136,Savings,BR1018,Kolkata,2021-05-25,1054774,Active
A000010689,C07136,Current,BR1021,Chennai,2024-08-02,2307554,Active
A000010690,C07137,Savings,BR1025,Hyderabad,2026-03-11,1090861,Active
A000010691,C07137,Current,BR1025,Bengaluru,2026-03-06,3963742,Inactive
A000010692,C07138,Savings,BR1017,Bengaluru,2022-11-15,1238897,Active
A000010693,C07138,Current,BR1002,Pune,2025-10-31,4336384,Active
A000010694,C07139,Current,BR1021,Ahmedabad,2023-03-07,1587747,Active
A000010695,C07139,Savings,BR1011,Pune,2024-12-17,617735,Inactive
A000010696,C07140,Savings,BR1024,Pune,2026-01-04,129716,Active
A000010697,C07140,Current,BR1021,Delhi,2026-04-17,285370,Active
A000010698,C07141,Current,BR1028,Lucknow,2023-07-02,4899876,Active
A000010699,C07141,Savings,BR1014,Delhi,2022-08-30,1318449,Active
A000010700,C07142,Savings,BR1012,Ahmedabad,2026-01-08,223622,Active
A000010701,C07142,Current,BR1002,Kolkata,2024-04-30,1185132,Active
A000010702,C07143,Savings,BR1025,Lucknow,2025-02-05,762738,Active
A000010703,C07143,Current,BR1021,Jaipur,2021-11-30,2385858,Active
A000010704,C07144,Savings,BR1010,Hyderabad,2024-06-06,1304015,Active
A000010705,C07145,Savings,BR1012,Lucknow,2025-10-04,1499153,Active
A000010706,C07145,Current,BR1004,Kolkata,2024-08-06,3795185,Active
A000010707,C07146,Current,BR1001,Chennai,2026-02-22,1616379,Inactive
A000010708,C07146,Savings,BR1009,Hyderabad,2025-10-19,1286226,Closed
A000010709,C07147,Savings,BR1024,Bengaluru,2021-12-23,116052,Active
A000010710,C07148,Savings,BR1007,Delhi,2026-01-01,686541,Active
A000010711,C07148,Current,BR1028,Mumbai,2026-06-11,3484082,Active
A000010712,C07149,Savings,BR1018,Kolkata,2025-05-26,1257256,Active
A000010713,C07149,Current,BR1022,Jaipur,2022-05-24,3749390,Active
A000010714,C07150,Savings,BR1021,Jaipur,2025-09-23,840122,Inactive
A000010715,C07150,Current,BR1013,Kolkata,2023-03-12,3414934,Active
A000010716,C07151,Savings,BR1014,Kolkata,2019-02-27,947974,Active
A000010717,C07151,Current,BR1011,Ahmedabad,2022-10-15,347823,Active
A000010718,C07152,Current,BR1015,Jaipur,2025-11-21,1628017,Active
A000010719,C07153,Savings,BR1018,Delhi,2026-02-24,625246,Active
A000010720,C07153,Current,BR1015,Ahmedabad,2026-03-02,2167034,Active
A000010721,C07154,Current,BR1029,Hyderabad,2026-01-03,4703965,Active
A000010722,C07155,Savings,BR1003,Delhi,2025-03-20,884475,Active
A000010723,C07156,Savings,BR1023,Hyderabad,2023-06-09,1038558,Active
A000010724,C07156,Current,BR1026,Mumbai,2022-04-08,628339,Active
A000010725,C07157,Savings,BR1004,Bengaluru,2026-07-13,757139,Active
A000010726,C07157,Current,BR1022,Kolkata,2025-11-06,4797493,Active
A000010727,C07158,Current,BR1004,Ahmedabad,2026-04-30,385974,Active
A000010728,C07159,Savings,BR1021,Mumbai,2025-06-10,460112,Active
A000010729,C07160,Savings,BR1020,Kolkata,2019-06-27,1459182,Active
A000010730,C07160,Current,BR1008,Jaipur,2024-12-24,159682,Active
A000010731,C07161,Savings,BR1006,Pune,2024-01-04,1155612,Active
A000010732,C07161,Current,BR1028,Delhi,2023-04-22,4718508,Active
A000010733,C07162,Savings,BR1006,Bengaluru,2022-08-18,1146613,Inactive
A000010734,C07163,Current,BR1027,Kolkata,2022-06-24,3894234,Active
A000010735,C07163,Savings,BR1014,Mumbai,2023-02-19,1399362,Active
A000010736,C07164,Savings,BR1022,Delhi,2022-08-23,459489,Active
A000010737,C07165,Current,BR1026,Hyderabad,2025-03-05,887508,Inactive
A000010738,C07165,Savings,BR1002,Delhi,2025-03-31,1342987,Active
A000010739,C07166,Current,BR1028,Mumbai,2026-06-13,2904842,Active
A000010740,C07167,Savings,BR1007,Bengaluru,2023-04-17,1471621,Inactive
A000010741,C07168,Savings,BR1006,Hyderabad,2024-12-07,1348356,Active
A000010742,C07168,Current,BR1012,Chennai,2024-08-28,4553828,Active
A000010743,C07169,Current,BR1003,Delhi,2023-09-14,4473709,Active
A000010744,C07169,Savings,BR1029,Kolkata,2024-05-28,481983,Active
A000010745,C07170,Savings,BR1025,Mumbai,2025-11-08,953774,Active
A000010746,C07170,Current,BR1009,Hyderabad,2026-06-29,596558,Active
A000010747,C07171,Savings,BR1023,Kolkata,2023-07-23,635174,Active
A000010748,C07171,Current,BR1016,Kolkata,2021-08-26,2986172,Active
A000010749,C07172,Savings,BR1011,Kolkata,2024-08-08,1326187,Active
A000010750,C07173,Current,BR1022,Chennai,2021-11-27,2679622,Active
A000010751,C07173,Savings,BR1009,Hyderabad,2021-01-11,668425,Active
A000010752,C07174,Savings,BR1001,Chennai,2024-10-01,1000948,Active
A000010753,C07175,Savings,BR1026,Delhi,2025-01-09,1407175,Active
A000010754,C07175,Current,BR1004,Hyderabad,2025-09-18,834100,Active
A000010755,C07176,Savings,BR1017,Jaipur,2025-08-04,629814,Active
A000010756,C07177,Savings,BR1025,Ahmedabad,2026-03-15,709537,Active
A000010757,C07178,Savings,BR1018,Hyderabad,2024-08-27,14403,Active
A000010758,C07178,Current,BR1006,Kolkata,2024-04-08,3376315,Active
A000010759,C07179,Current,BR1007,Bengaluru,2025-03-06,1199195,Active
A000010760,C07179,Savings,BR1003,Pune,2025-11-05,1249227,Active
A000010761,C07180,Current,BR1005,Kolkata,2025-09-07,367459,Active
A000010762,C07180,Savings,BR1013,Kolkata,2024-11-23,620315,Active
A000010763,C07181,Current,BR1023,Chennai,2024-10-03,4446727,Active
A000010764,C07181,Savings,BR1024,Jaipur,2025-08-14,1437292,Active
A000010765,C07182,Current,BR1009,Ahmedabad,2026-04-29,2569855,Active
A000010766,C07183,Savings,BR1025,Kolkata,2025-05-14,983699,Active
A000010767,C07183,Current,BR1029,Bengaluru,2022-04-28,207955,Closed
A000010768,C07184,Savings,BR1026,Jaipur,2026-04-05,1255422,Active
A000010769,C07184,Current,BR1014,Pune,2025-02-19,1321626,Active
A000010770,C07185,Savings,BR1015,Lucknow,2026-03-12,1077480,Active
A000010771,C07185,Current,BR1017,Chennai,2026-03-07,2312209,Active
A000010772,C07186,Savings,BR1014,Ahmedabad,2025-10-05,725170,Active
A000010773,C07186,Current,BR1001,Pune,2023-03-07,1402529,Active
A000010774,C07187,Savings,BR1012,Kolkata,2025-02-27,1419250,Active
A000010775,C07187,Current,BR1003,Ahmedabad,2024-07-27,4455563,Active
A000010776,C07188,Current,BR1025,Jaipur,2023-10-06,2211341,Active
A000010777,C07189,Savings,BR1011,Pune,2024-03-16,288315,Active
A000010778,C07189,Current,BR1018,Jaipur,2021-08-06,1117615,Active
A000010779,C07190,Savings,BR1007,Hyderabad,2026-06-12,126647,Active
A000010780,C07191,Savings,BR1005,Bengaluru,2021-03-13,734220,Active
A000010781,C07191,Current,BR1019,Mumbai,2025-03-13,3118916,Active
A000010782,C07192,Current,BR1007,Kolkata,2025-12-24,3103408,Active
A000010783,C07193,Savings,BR1012,Delhi,2021-02-01,599268,Active
A000010784,C07194,Savings,BR1011,Lucknow,2026-02-27,1096653,Active
A000010785,C07194,Current,BR1011,Jaipur,2026-06-15,61681,Active
A000010786,C07195,Current,BR1007,Jaipur,2026-07-24,4326784,Active
A000010787,C07196,Savings,BR1014,Delhi,2025-12-01,414416,Active
A000010788,C07196,Current,BR1029,Kolkata,2026-06-08,1001327,Active
A000010789,C07197,Savings,BR1009,Chennai,2026-01-26,257398,Active
A000010790,C07198,Savings,BR1009,Jaipur,2023-02-03,282403,Active
A000010791,C07198,Current,BR1021,Bengaluru,2024-02-20,3517053,Active
A000010792,C07199,Current,BR1022,Ahmedabad,2023-08-23,3421927,Active
A000010793,C07200,Current,BR1016,Lucknow,2026-07-06,1834197,Active
A000010794,C07200,Savings,BR1021,Hyderabad,2026-06-12,152331,Active
A000010795,C07201,Current,BR1010,Lucknow,2023-09-17,4998970,Active
A000010796,C07201,Savings,BR1001,Lucknow,2025-09-12,1403779,Active
A000010797,C07202,Savings,BR1011,Jaipur,2026-05-10,1062733,Active
A000010798,C07202,Current,BR1027,Hyderabad,2025-10-25,507197,Active
A000010799,C07203,Savings,BR1010,Jaipur,2025-07-24,114714,Active
A000010800,C07203,Current,BR1027,Delhi,2024-02-24,783397,Active
A000010801,C07204,Savings,BR1022,Hyderabad,2021-08-20,128245,Active
A000010802,C07205,Savings,BR1029,Bengaluru,2023-09-14,206786,Active
A000010803,C07205,Current,BR1008,Bengaluru,2023-03-26,3991448,Active
A000010804,C07206,Savings,BR1018,Lucknow,2025-09-20,619071,Active
A000010805,C07206,Current,BR1019,Jaipur,2024-01-20,4229671,Active
A000010806,C07207,Savings,BR1010,Ahmedabad,2026-06-18,1368398,Active
A000010807,C07207,Current,BR1007,Chennai,2026-07-06,1022930,Active
A000010808,C07208,Savings,BR1016,Delhi,2022-10-13,789786,Active
A000010809,C07209,Savings,BR1010,Pune,2025-09-07,1181945,Active
A000010810,C07210,Savings,BR1027,Lucknow,2024-07-12,976402,Active
A000010811,C07210,Current,BR1014,Hyderabad,2025-11-21,2560937,Active
A000010812,C07211,Current,BR1004,Kolkata,2025-12-02,2322258,Inactive
A000010813,C07212,Savings,BR1008,Bengaluru,2020-11-27,1028069,Active
A000010814,C07213,Savings,BR1030,Ahmedabad,2026-02-22,352765,Closed
A000010815,C07214,Savings,BR1027,Pune,2024-09-11,500301,Active
A000010816,C07214,Current,BR1015,Ahmedabad,2020-09-24,3542942,Active
A000010817,C07215,Savings,BR1012,Bengaluru,2025-06-19,691530,Active
A000010818,C07215,Current,BR1013,Bengaluru,2025-04-23,2170682,Active
A000010819,C07216,Savings,BR1004,Kolkata,2022-02-01,810648,Active
A000010820,C07217,Savings,BR1029,Chennai,2026-07-29,299230,Active
A000010821,C07217,Current,BR1015,Pune,2026-07-28,1375901,Active
A000010822,C07218,Savings,BR1028,Ahmedabad,2026-07-15,71027,Active
A000010823,C07218,Current,BR1006,Lucknow,2024-09-30,3783982,Active
A000010824,C07219,Current,BR1024,Mumbai,2025-06-17,3166765,Active
A000010825,C07219,Savings,BR1026,Ahmedabad,2024-10-09,657594,Active
A000010826,C07220,Current,BR1020,Jaipur,2025-12-15,203099,Active
A000010827,C07221,Current,BR1009,Kolkata,2026-07-30,3463715,Active
A000010828,C07222,Savings,BR1007,Hyderabad,2025-05-06,133720,Active
A000010829,C07223,Savings,BR1025,Ahmedabad,2026-06-09,1280772,Active
A000010830,C07223,Current,BR1016,Lucknow,2026-07-18,3841330,Active
A000010831,C07224,Current,BR1015,Chennai,2024-10-04,3246136,Active
A000010832,C07225,Savings,BR1001,Kolkata,2019-12-04,195000,Active
A000010833,C07226,Savings,BR1001,Kolkata,2025-05-02,305726,Active
A000010834,C07227,Savings,BR1027,Jaipur,2026-08-02,180312,Inactive
A000010835,C07228,Savings,BR1006,Jaipur,2024-05-19,1351152,Active
A000010836,C07228,Current,BR1007,Bengaluru,2021-10-08,2631162,Active
A000010837,C07229,Savings,BR1024,Lucknow,2022-10-18,605464,Active
A000010838,C07229,Current,BR1018,Mumbai,2023-10-08,1044081,Active
A000010839,C07230,Savings,BR1013,Bengaluru,2026-05-24,700445,Active
A000010840,C07230,Current,BR1014,Chennai,2026-07-08,3886766,Active
A000010841,C07231,Savings,BR1003,Ahmedabad,2025-01-29,589208,Active
A000010842,C07232,Current,BR1017,Pune,2025-09-07,3125552,Active
A000010843,C07232,Savings,BR1010,Lucknow,2026-01-15,711757,Active
A000010844,C07233,Savings,BR1011,Mumbai,2022-12-25,104523,Active
A000010845,C07234,Savings,BR1028,Bengaluru,2023-09-07,431725,Inactive
A000010846,C07235,Savings,BR1015,Pune,2023-06-21,1091416,Active
A000010847,C07236,Savings,BR1006,Mumbai,2024-10-23,981345,Active
A000010848,C07237,Savings,BR1015,Jaipur,2024-09-01,1225525,Active
A000010849,C07237,Current,BR1030,Mumbai,2025-01-08,4332063,Active
A000010850,C07238,Savings,BR1011,Mumbai,2026-04-24,868326,Active
A000010851,C07238,Current,BR1026,Bengaluru,2026-05-21,4043109,Active
A000010852,C07239,Savings,BR1008,Pune,2026-07-30,1221081,Active
A000010853,C07239,Current,BR1009,Jaipur,2026-05-11,313584,Active
A000010854,C07240,Savings,BR1017,Mumbai,2025-12-18,785872,Active
A000010855,C07240,Current,BR1008,Lucknow,2023-03-14,629328,Inactive
A000010856,C07241,Savings,BR1008,Kolkata,2022-05-14,1467608,Closed
A000010857,C07241,Current,BR1002,Pune,2025-08-18,3983605,Active
A000010858,C07242,Savings,BR1003,Ahmedabad,2024-05-12,722374,Inactive
A000010859,C07243,Savings,BR1021,Bengaluru,2025-11-06,1113226,Active
A000010860,C07243,Current,BR1030,Pune,2025-09-29,2275607,Active
A000010861,C07244,Savings,BR1017,Mumbai,2026-05-23,1104186,Active
A000010862,C07245,Savings,BR1018,Bengaluru,2026-06-29,483458,Active
A000010863,C07245,Current,BR1010,Kolkata,2026-07-07,416302,Active
A000010864,C07246,Savings,BR1014,Delhi,2025-09-12,237604,Active
A000010865,C07246,Current,BR1012,Pune,2025-10-27,1378288,Active
A000010866,C07247,Savings,BR1007,Lucknow,2024-06-09,483192,Active
A000010867,C07248,Savings,BR1011,Ahmedabad,2025-02-13,945194,Inactive
A000010868,C07248,Current,BR1012,Hyderabad,2021-12-18,4535334,Active
A000010869,C07249,Savings,BR1029,Ahmedabad,2022-06-27,567548,Active
A000010870,C07249,Current,BR1026,Ahmedabad,2025-01-10,3798740,Active
A000010871,C07250,Savings,BR1019,Bengaluru,2025-05-26,461638,Active
A000010872,C07251,Savings,BR1008,Kolkata,2023-10-19,1294467,Active
A000010873,C07251,Current,BR1019,Delhi,2019-10-31,2344016,Active
A000010874,C07252,Savings,BR1029,Jaipur,2024-01-17,976089,Active
A000010875,C07252,Current,BR1020,Bengaluru,2025-03-24,2948102,Inactive
A000010876,C07253,Savings,BR1012,Jaipur,2021-01-03,566772,Active
A000010877,C07253,Current,BR1013,Pune,2025-05-27,2981969,Inactive
A000010878,C07254,Savings,BR1020,Delhi,2024-11-26,521202,Active
A000010879,C07254,Current,BR1020,Kolkata,2025-03-01,3278613,Active
A000010880,C07255,Current,BR1004,Mumbai,2023-08-06,3574187,Active
A000010881,C07256,Savings,BR1030,Jaipur,2025-02-23,718597,Active
A000010882,C07257,Savings,BR1010,Bengaluru,2025-06-20,964479,Active
A000010883,C07257,Current,BR1001,Chennai,2025-07-03,4608472,Inactive
A000010884,C07258,Savings,BR1003,Pune,2026-08-01,86079,Active
A000010885,C07258,Current,BR1005,Ahmedabad,2025-08-23,3495211,Active
A000010886,C07259,Savings,BR1017,Mumbai,2025-07-01,1434783,Active
A000010887,C07259,Current,BR1013,Hyderabad,2019-10-30,678284,Active
A000010888,C07260,Savings,BR1008,Hyderabad,2024-01-05,1210111,Active
A000010889,C07260,Current,BR1012,Kolkata,2024-03-27,699015,Active
A000010890,C07261,Savings,BR1018,Jaipur,2025-04-22,799290,Inactive
A000010891,C07261,Current,BR1008,Ahmedabad,2024-12-21,4387569,Active
A000010892,C07262,Savings,BR1006,Mumbai,2026-07-16,815324,Active
A000010893,C07262,Current,BR1020,Lucknow,2026-06-07,1776394,Active
A000010894,C07263,Savings,BR1020,Mumbai,2026-05-05,1361934,Active
A000010895,C07264,Savings,BR1006,Chennai,2023-11-02,518133,Inactive
A000010896,C07265,Current,BR1011,Kolkata,2023-02-18,713520,Active
A000010897,C07265,Savings,BR1021,Pune,2025-08-08,747510,Active
A000010898,C07266,Savings,BR1026,Hyderabad,2024-03-28,493721,Active
A000010899,C07266,Current,BR1013,Hyderabad,2025-09-08,2859227,Active
A000010900,C07267,Savings,BR1020,Lucknow,2026-07-10,1089276,Active
A000010901,C07268,Current,BR1010,Jaipur,2020-07-05,3324274,Inactive
A000010902,C07268,Savings,BR1024,Hyderabad,2025-05-22,465781,Active
A000010903,C07269,Savings,BR1011,Bengaluru,2025-08-30,917129,Active
A000010904,C07269,Current,BR1003,Hyderabad,2020-09-26,595905,Inactive
A000010905,C07270,Savings,BR1028,Chennai,2024-05-10,1207230,Active
A000010906,C07270,Current,BR1025,Chennai,2025-03-22,2347768,Active
A000010907,C07271,Savings,BR1022,Kolkata,2023-09-10,1269093,Active
A000010908,C07272,Savings,BR1011,Kolkata,2025-04-10,1422633,Active
A000010909,C07273,Savings,BR1021,Kolkata,2026-03-23,67930,Active
A000010910,C07273,Current,BR1015,Pune,2021-06-26,2405115,Active
A000010911,C07274,Current,BR1003,Delhi,2026-06-22,2551358,Active
A000010912,C07274,Savings,BR1026,Chennai,2024-08-26,450657,Active
A000010913,C07275,Savings,BR1012,Delhi,2026-02-08,1349097,Active
A000010914,C07276,Savings,BR1014,Kolkata,2023-10-28,978093,Active
A000010915,C07277,Savings,BR1007,Jaipur,2026-06-12,200561,Active
A000010916,C07278,Savings,BR1007,Chennai,2020-04-30,12086,Active
A000010917,C07278,Current,BR1024,Mumbai,2019-09-13,1475577,Active
A000010918,C07279,Savings,BR1011,Chennai,2026-07-16,311512,Active
A000010919,C07280,Savings,BR1030,Mumbai,2025-05-28,1492859,Active
A000010920,C07281,Savings,BR1019,Jaipur,2026-04-14,934031,Active
A000010921,C07281,Current,BR1028,Chennai,2026-05-10,3081488,Active
A000010922,C07282,Savings,BR1007,Delhi,2023-10-26,1166936,Active
A000010923,C07282,Current,BR1028,Mumbai,2023-07-05,4427301,Active
A000010924,C07283,Savings,BR1029,Pune,2024-10-17,1246540,Active
A000010925,C07284,Savings,BR1024,Jaipur,2024-05-27,662412,Active
A000010926,C07284,Current,BR1020,Pune,2026-02-19,1079606,Active
A000010927,C07285,Savings,BR1011,Bengaluru,2026-04-18,285179,Active
A000010928,C07285,Current,BR1013,Ahmedabad,2024-05-25,4042912,Active
A000010929,C07286,Savings,BR1016,Pune,2024-11-29,459433,Active
A000010930,C07286,Current,BR1021,Chennai,2024-12-19,4567473,Active
A000010931,C07287,Savings,BR1028,Delhi,2025-06-25,580174,Active
A000010932,C07288,Savings,BR1018,Pune,2025-04-06,677600,Active
A000010933,C07289,Current,BR1001,Lucknow,2025-04-20,3917698,Active
A000010934,C07290,Savings,BR1029,Chennai,2025-09-15,302484,Active
A000010935,C07291,Savings,BR1002,Chennai,2020-03-07,1069661,Active
A000010936,C07292,Savings,BR1001,Pune,2025-10-19,915749,Active
A000010937,C07293,Current,BR1010,Hyderabad,2023-03-10,4940854,Active
A000010938,C07293,Savings,BR1003,Hyderabad,2023-12-13,262241,Active
A000010939,C07294,Savings,BR1021,Jaipur,2024-02-28,1336728,Active
A000010940,C07294,Current,BR1029,Mumbai,2026-02-22,4063794,Active
A000010941,C07295,Savings,BR1020,Pune,2024-06-11,1177524,Active
A000010942,C07296,Savings,BR1020,Mumbai,2025-05-04,127567,Active
A000010943,C07297,Current,BR1001,Chennai,2020-05-01,3698028,Active
A000010944,C07298,Savings,BR1009,Pune,2019-06-14,556640,Active
A000010945,C07299,Savings,BR1004,Jaipur,2026-03-17,733032,Active
A000010946,C07300,Current,BR1021,Delhi,2022-03-01,3845846,Active
A000010947,C07301,Savings,BR1005,Kolkata,2020-09-02,171459,Active
A000010948,C07301,Current,BR1029,Kolkata,2026-04-12,1433702,Active
A000010949,C07302,Current,BR1017,Hyderabad,2021-05-18,1714745,Active
A000010950,C07302,Savings,BR1028,Hyderabad,2021-03-31,1079306,Active
A000010951,C07303,Savings,BR1012,Delhi,2022-04-11,346355,Active
A000010952,C07304,Savings,BR1016,Pune,2025-11-15,1341593,Active
A000010953,C07305,Savings,BR1009,Delhi,2024-11-22,641501,Active
A000010954,C07305,Current,BR1001,Lucknow,2022-05-19,3913158,Active
A000010955,C07306,Current,BR1011,Hyderabad,2023-02-04,3310137,Active
A000010956,C07306,Savings,BR1018,Chennai,2024-04-03,798879,Active
A000010957,C07307,Current,BR1030,Mumbai,2026-06-04,2352866,Active
A000010958,C07308,Savings,BR1026,Bengaluru,2025-04-25,1160770,Active
A000010959,C07308,Current,BR1025,Lucknow,2026-05-26,1835483,Active
A000010960,C07309,Savings,BR1010,Hyderabad,2019-12-24,1189690,Active
A000010961,C07309,Current,BR1027,Delhi,2022-02-24,4391765,Active
A000010962,C07310,Current,BR1004,Jaipur,2025-12-25,1199782,Active
A000010963,C07310,Savings,BR1022,Jaipur,2026-05-18,1315721,Active
A000010964,C07311,Savings,BR1019,Bengaluru,2023-01-17,973819,Active
A000010965,C07312,Savings,BR1014,Jaipur,2025-10-06,5643,Active
A000010966,C07312,Current,BR1002,Jaipur,2026-02-20,2445303,Active
A000010967,C07313,Current,BR1007,Bengaluru,2021-10-22,1375901,Active
A000010968,C07314,Savings,BR1007,Pune,2024-03-01,220191,Active
A000010969,C07314,Current,BR1021,Chennai,2026-03-23,876213,Active
A000010970,C07315,Savings,BR1014,Ahmedabad,2025-04-14,1257025,Active
A000010971,C07316,Savings,BR1022,Ahmedabad,2021-09-15,257121,Inactive
A000010972,C07317,Savings,BR1029,Kolkata,2023-11-15,1165151,Active
A000010973,C07317,Current,BR1017,Kolkata,2026-05-09,2743744,Active
A000010974,C07318,Savings,BR1028,Delhi,2026-07-24,314710,Active
A000010975,C07319,Savings,BR1003,Bengaluru,2022-06-09,776580,Active
A000010976,C07320,Savings,BR1012,Mumbai,2021-11-02,1085717,Active
A000010977,C07320,Current,BR1013,Kolkata,2026-03-10,2723339,Active
A000010978,C07321,Savings,BR1022,Mumbai,2022-11-04,549866,Active
A000010979,C07321,Current,BR1005,Chennai,2026-04-21,481672,Inactive
A000010980,C07322,Savings,BR1017,Hyderabad,2021-12-04,250542,Active
A000010981,C07323,Current,BR1018,Hyderabad,2023-10-22,423480,Active
A000010982,C07324,Savings,BR1029,Kolkata,2024-10-09,1301917,Closed
A000010983,C07324,Current,BR1003,Chennai,2025-06-17,3630190,Active
A000010984,C07325,Savings,BR1025,Mumbai,2025-07-08,1204596,Active
A000010985,C07325,Current,BR1004,Hyderabad,2026-06-07,197436,Active
A000010986,C07326,Current,BR1026,Ahmedabad,2022-11-15,1266314,Active
A000010987,C07326,Savings,BR1005,Jaipur,2024-05-17,386280,Active
A000010988,C07327,Savings,BR1021,Chennai,2020-07-05,587000,Active
A000010989,C07328,Savings,BR1007,Pune,2024-04-30,1378771,Active
A000010990,C07328,Current,BR1024,Hyderabad,2025-10-10,3322079,Active
A000010991,C07329,Savings,BR1001,Hyderabad,2024-04-24,1029784,Active
A000010992,C07329,Current,BR1030,Pune,2026-06-22,3684865,Inactive
A000010993,C07330,Current,BR1002,Pune,2024-12-20,918195,Active
A000010994,C07330,Savings,BR1025,Jaipur,2024-06-29,24425,Active
A000010995,C07331,Savings,BR1010,Delhi,2025-02-12,666968,Active
A000010996,C07332,Current,BR1001,Ahmedabad,2026-01-29,3870244,Active
A000010997,C07333,Savings,BR1023,Jaipur,2026-06-25,175816,Active
A000010998,C07333,Current,BR1010,Hyderabad,2026-04-21,799007,Active
A000010999,C07334,Savings,BR1019,Hyderabad,2026-05-25,871900,Active
A000011000,C07334,Current,BR1028,Lucknow,2025-10-07,2363685,Active
A000011001,C07335,Savings,BR1022,Ahmedabad,2025-07-09,91540,Active
A000011002,C07336,Savings,BR1013,Lucknow,2024-08-18,681032,Active
A000011003,C07337,Savings,BR1028,Kolkata,2026-05-27,49256,Active
A000011004,C07338,Current,BR1016,Kolkata,2023-09-28,2042037,Active
A000011005,C07339,Current,BR1021,Chennai,2023-11-20,1843122,Active
A000011006,C07339,Savings,BR1005,Hyderabad,2023-05-20,1226910,Active
A000011007,C07340,Current,BR1003,Jaipur,2022-10-12,2571008,Active
A000011008,C07341,Savings,BR1027,Bengaluru,2023-05-25,1237384,Active
A000011009,C07342,Savings,BR1015,Kolkata,2023-11-12,244426,Active
A000011010,C07342,Current,BR1020,Mumbai,2021-12-25,219502,Active
A000011011,C07343,Savings,BR1027,Kolkata,2024-06-23,1428325,Active
A000011012,C07343,Current,BR1028,Bengaluru,2025-08-15,1129077,Active
A000011013,C07344,Savings,BR1003,Delhi,2021-09-20,1195387,Active
A000011014,C07345,Current,BR1018,Jaipur,2025-11-18,1591109,Active
A000011015,C07345,Savings,BR1026,Bengaluru,2022-06-11,736511,Active
A000011016,C07346,Savings,BR1003,Ahmedabad,2026-06-03,1315235,Active
A000011017,C07346,Current,BR1026,Lucknow,2023-07-30,2857273,Inactive
A000011018,C07347,Savings,BR1003,Mumbai,2024-08-20,6932,Active
A000011019,C07348,Savings,BR1010,Jaipur,2026-02-06,59827,Active
A000011020,C07349,Savings,BR1007,Chennai,2019-08-30,1425636,Active
A000011021,C07349,Current,BR1013,Lucknow,2021-11-04,3174062,Active
A000011022,C07350,Savings,BR1013,Hyderabad,2026-06-01,939690,Active
A000011023,C07350,Current,BR1012,Lucknow,2026-07-13,1846671,Active
A000011024,C07351,Savings,BR1020,Ahmedabad,2023-10-28,278139,Active
A000011025,C07351,Current,BR1016,Chennai,2026-05-15,2422300,Active
A000011026,C07352,Savings,BR1007,Lucknow,2026-06-21,965117,Active
A000011027,C07353,Current,BR1026,Kolkata,2023-06-05,1247205,Active
A000011028,C07354,Savings,BR1019,Mumbai,2023-04-03,1464577,Active
A000011029,C07355,Savings,BR1005,Kolkata,2025-05-17,540552,Active
A000011030,C07355,Current,BR1010,Delhi,2025-06-25,644042,Active
A000011031,C07356,Current,BR1001,Jaipur,2023-04-24,2147569,Active
A000011032,C07356,Savings,BR1029,Jaipur,2025-07-31,556646,Active
A000011033,C07357,Savings,BR1004,Delhi,2023-08-21,11187,Active
A000011034,C07358,Savings,BR1024,Ahmedabad,2025-01-24,285209,Active
A000011035,C07358,Current,BR1018,Ahmedabad,2026-07-06,2178860,Active
A000011036,C07359,Savings,BR1013,Chennai,2026-06-29,974542,Active
A000011037,C07359,Current,BR1017,Jaipur,2026-08-01,3411208,Active
A000011038,C07360,Savings,BR1013,Delhi,2022-09-15,356887,Active
A000011039,C07360,Current,BR1014,Mumbai,2025-07-23,2977539,Active
A000011040,C07361,Savings,BR1025,Mumbai,2026-04-22,534511,Inactive
A000011041,C07362,Savings,BR1017,Bengaluru,2025-06-29,117207,Active
A000011042,C07362,Current,BR1009,Hyderabad,2025-02-13,1526980,Active
A000011043,C07363,Savings,BR1010,Kolkata,2025-12-15,1416285,Active
A000011044,C07363,Current,BR1027,Hyderabad,2026-01-13,3918396,Active
